analysis_group,column_name,P01,P01_P05_gap,P05,P25,P50,P75,P95,P95_P99_gap,P99,absence_like_zero,alternative_encoding,basic_type,binary_encoding_candidate,cardinality_categorical_family,cardinality_is_absence_related,cardinality_is_nominal,cardinality_is_ordinal,cardinality_level,cardinality_unique_count,cardinality_unique_ratio,categorical_family,category_match_ratio,center_stability,common_category_count,consistency_status,distribution_review,distribution_shape,distribution_zero_percentage,dominance_action,dominance_categorical_family,dominance_is_absence_related,dominance_is_nominal,dominance_is_ordinal,dominance_level,dominance_unique_count,drop_review_action,drop_review_cardinality_level,drop_review_categorical_family,drop_review_consistency_status,drop_review_dominance_level,drop_review_encoding_risk,drop_review_is_absence_related,drop_review_is_nominal,drop_review_is_ordinal,drop_review_missing_percentage,drop_review_missing_type,drop_review_rare_level,drop_review_rare_row_percentage,drop_review_test_only_category_count,drop_review_top_percentage,drop_review_unique_count,drop_review_unique_ratio,dtype,encoder_safety,encoding_hint,encoding_reason,encoding_risk,encoding_safety_action,feature_group,feature_type,final_action,final_cardinality_level,final_categorical_action,final_categorical_family,final_consistency_status,final_corrected_type,final_dominance_level,final_drop_review_action,final_encoding_method,final_encoding_risk,final_is_absence_related,final_is_nominal,final_is_ordinal,final_missing_handling,final_missing_percentage,final_missing_type,final_nominal_action,final_rare_level,final_review_reason,final_test_only_category_count,final_top_percentage,final_zero_percentage,frequency_encoding_candidate,gap_to_iqr_percentage,has_negative_or_sentinel_flag,has_rare_grouping_risk,has_unseen_test_category,imputation_candidate,imputation_hint,iqr,iqr_to_range_ratio,is_absence_related,is_constant,is_high_missing,is_id_like,is_missing_feature,is_near_constant,is_nominal,is_numeric_categorical,is_object_categorical,is_ordinal,is_zero_heavy_feature,kurtosis,lower_iqr_bound,lower_tail_gap,lower_tail_gap_percentage,lower_tail_label,mad,manual_note,mapped_category_count,mapping_available,mapping_status,max,mean,mean_median_gap,mean_median_gap_percentage,median,min,missing_count,missing_handling,missing_is_absence_related,missing_missing_count,missing_missing_percentage,missing_pandas_dtype,missing_percentage,missing_review,missing_status,missing_type,mode,mode_percentage,modeling_treatment,needs_center_review,needs_distribution_review,needs_percentile_review,needs_special_value_review,negative_count,negative_percentage,nominal_cardinality_level,nominal_consistency_status,nominal_dominance_action,nominal_dominance_level,nominal_encoding_hint,nominal_encoding_risk,nominal_encoding_safety_action,nominal_is_absence_related,nominal_missing_count,nominal_missing_percentage,nominal_pandas_dtype,nominal_rare_action,nominal_rare_category_count,nominal_rare_row_percentage,nominal_top_category,nominal_top_percentage,nominal_unique_count,nominal_unique_ratio,non_zero_count,non_zero_max,non_zero_mean,non_zero_median,non_zero_min,non_zero_percentage,ohe_column_estimate,one_hot_safe,ordinal_is_absence_related,ordinal_mapping_status,ordinal_missing_count,ordinal_missing_percentage,ordinal_unique_count,pandas_dtype,percentile_review,possible_availability_review,q1,q3,range,rare_action,rare_categorical_family,rare_categories,rare_category_count,rare_decision,rare_grouping_needed,rare_is_absence_related,rare_is_nominal,rare_is_ordinal,rare_level,rare_row_count,rare_row_percentage,rare_threshold_percentage,rare_unique_count,recommended_encoding,recommended_encoding_from_cardinality,review_reason,risk_score,robust_mad,sample_values,second_category,second_count,second_percentage,sentinel_count,sentinel_values_found,skewness,special_missing_count,special_missing_percentage,special_value_action,special_zero_count,special_zero_percentage,special_zero_status,spread_level,std,tail_behavior,target_encoding_candidate_later,target_gap_percentage,target_median_when_missing,target_median_when_not_missing,test_only_categories,test_only_category_count,test_only_row_count,test_only_row_percentage,test_skewness,test_unique_count,test_zero_percentage,top_category,top_count,top_percentage,train_only_categories,train_only_category_count,train_test_categorical_family,train_test_distribution,train_test_is_absence_related,train_test_is_nominal,train_test_is_ordinal,train_unique_count,transform_zero_percentage,transformation_candidate,unique_count,unique_ratio,unique_values,unknown_handling,unmapped_categories,unmapped_category_count,upper_iqr_bound,upper_tail_gap,upper_tail_gap_percentage,upper_tail_label,variance,zero_behavior,zero_count,zero_percentage
categorical,BldgType,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,5.0,0.0034,nominal,1.0,,5.0,perfect match,,,,review usefulness,nominal,0.0,1.0,0.0,highly dominated,5.0,keep,low,nominal,perfect match,highly dominated,low,0.0,1.0,0.0,0.0,none,no rare category,0.0,0.0,83.56,5.0,0.0034,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe for encoding,,,,low,keep + encode,nominal,perfect match,object_dtype_columns,highly dominated,keep,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,no rare category,no major univariate drop risk,0.0,83.56,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,perfect match,review usefulness,highly dominated,one-hot encoding,low,safe for encoding,False,0.0,0.0,object,no rare grouping needed,0.0,0.0,1Fam,83.56,5.0,0.0034,,,,,,,5.0,1.0,,not ordinal,,,,object,,0.0,,,,no rare grouping needed,nominal,,0.0,no rare grouping needed,0.0,0.0,1.0,0.0,no rare category,0.0,0.0,1.0,5.0,one-hot encoding,one-hot encoding,no major univariate drop risk,0.0,,"1Fam, 2fmCon, Duplex, TwnhsE, Twnhs",TwnhsE,114.0,7.81,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,5.0,,1Fam,1220.0,83.56,,0.0,nominal,,0.0,1.0,0.0,5.0,,,5.0,0.0034,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,HouseStyle,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,8.0,0.0055,nominal,0.875,,7.0,no unseen test category,,,,keep,nominal,0.0,1.0,0.0,balanced,8.0,rare grouping review,low,nominal,no unseen test category,balanced,low,0.0,1.0,0.0,0.0,none,moderate rare impact,2.26,0.0,49.73,8.0,0.0055,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe; train-only categories are not an issue,,,,low,keep + rare grouping,nominal,no unseen test category,object_dtype_columns,balanced,rare grouping review,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,moderate rare impact,moderate/high rare category impact,0.0,49.73,,0.0,,,1.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,no unseen test category,keep,balanced,one-hot encoding,low,safe; train-only categories are not an issue,False,0.0,0.0,object,rare grouping recommended,3.0,2.26,1Story,49.73,8.0,0.0055,,,,,,,8.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping recommended,nominal,"1.5Unf, 2.5Unf, 2.5Fin",3.0,rare grouping recommended,0.0,0.0,1.0,0.0,moderate rare impact,33.0,2.26,1.0,8.0,one-hot encoding,one-hot encoding,moderate/high rare category impact,1.0,,"2Story, 1Story, 1.5Fin, 1.5Unf, SFoyer",2Story,445.0,30.48,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,7.0,,1Story,726.0,49.73,2.5Fin,1.0,nominal,,0.0,1.0,0.0,8.0,,,8.0,0.0055,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,OverallQual,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,0.0,0.0,1.0,low,10.0,0.0068,ordinal,1.0,,10.0,perfect match,,,,keep,ordinal,0.0,0.0,1.0,balanced,10.0,keep,low,ordinal,perfect match,balanced,low,0.0,0.0,1.0,0.0,none,low rare impact,0.34,0.0,27.19,10.0,0.0068,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,categorical,balanced,keep,ordinal encoding,low,0.0,0.0,1.0,no missing handling needed,0.0,none,,low rare impact,no major univariate drop risk,0.0,27.19,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,10.0,True,ready,,,,,,,0.0,no special missing handling,0.0,0.0,0.0,int64,0.0,no review needed,no missing,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,False,ready,0.0,0.0,10.0,int64,,0.0,,,,rare grouping optional,ordinal,"2, 1",2.0,rare grouping optional,0.0,0.0,0.0,1.0,low rare impact,5.0,0.34,1.0,10.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"7, 6, 8, 5, 9",6,374.0,25.62,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,10.0,,5,397.0,27.19,,0.0,ordinal,,0.0,0.0,1.0,10.0,,,10.0,0.0068,"1, 10, 2, 3, 4, 5, 6, 7, 8, 9",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,OverallCond,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,0.0,0.0,1.0,low,9.0,0.0062,ordinal,1.0,,9.0,perfect match,,,,keep,ordinal,0.0,0.0,1.0,balanced,9.0,keep,low,ordinal,perfect match,balanced,low,0.0,0.0,1.0,0.0,none,low rare impact,0.41,0.0,56.23,9.0,0.0062,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,categorical,balanced,keep,ordinal encoding,low,0.0,0.0,1.0,no missing handling needed,0.0,none,,low rare impact,no major univariate drop risk,0.0,56.23,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,9.0,True,ready,,,,,,,0.0,no special missing handling,0.0,0.0,0.0,int64,0.0,no review needed,no missing,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,False,ready,0.0,0.0,9.0,int64,,0.0,,,,rare grouping optional,ordinal,"2, 1",2.0,rare grouping optional,0.0,0.0,0.0,1.0,low rare impact,6.0,0.41,1.0,9.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"5, 8, 6, 7, 4",6,252.0,17.26,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,9.0,,5,821.0,56.23,,0.0,ordinal,,0.0,0.0,1.0,9.0,,,9.0,0.0062,"1, 2, 3, 4, 5, 6, 7, 8, 9",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,RoofStyle,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,6.0,0.0041,nominal,1.0,,6.0,perfect match,,,,keep but monitor,nominal,0.0,1.0,0.0,moderately dominated,6.0,rare grouping review,low,nominal,perfect match,moderately dominated,low,0.0,1.0,0.0,0.0,none,moderate rare impact,2.26,0.0,78.15,6.0,0.0041,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe for encoding,,,,low,keep + rare grouping,nominal,perfect match,object_dtype_columns,moderately dominated,rare grouping review,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,moderate rare impact,moderate/high rare category impact,0.0,78.15,,0.0,,,1.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,perfect match,keep but monitor,moderately dominated,one-hot encoding,low,safe for encoding,False,0.0,0.0,object,rare grouping recommended,4.0,2.26,Gable,78.15,6.0,0.0041,,,,,,,6.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping recommended,nominal,"Flat, Gambrel, Mansard, Shed",4.0,rare grouping recommended,0.0,0.0,1.0,0.0,moderate rare impact,33.0,2.26,1.0,6.0,one-hot encoding,one-hot encoding,moderate/high rare category impact,1.0,,"Gable, Hip, Gambrel, Mansard, Flat",Hip,286.0,19.59,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,6.0,,Gable,1141.0,78.15,,0.0,nominal,,0.0,1.0,0.0,6.0,,,6.0,0.0041,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,RoofMatl,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,8.0,0.0055,nominal,0.5,,4.0,no unseen test category,,,,review/drop candidate,nominal,0.0,1.0,0.0,near-constant,8.0,review before keeping,low,nominal,no unseen test category,near-constant,low,0.0,1.0,0.0,0.0,none,low rare impact,1.78,0.0,98.22,8.0,0.0055,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe; train-only categories are not an issue,,,,low,keep but review,nominal,no unseen test category,object_dtype_columns,near-constant,review before keeping,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,low rare impact,near-constant and not clearly absence-related,0.0,98.22,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,no unseen test category,review/drop candidate,near-constant,one-hot encoding,low,safe; train-only categories are not an issue,False,0.0,0.0,object,rare grouping optional,7.0,1.78,CompShg,98.22,8.0,0.0055,,,,,,,8.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,"Tar&Grv, WdShngl, WdShake, Metal, Membran, Roll, ClyTile",7.0,rare grouping optional,0.0,0.0,1.0,0.0,low rare impact,26.0,1.78,1.0,8.0,one-hot encoding,one-hot encoding,near-constant and not clearly absence-related,3.0,,"CompShg, WdShngl, Metal, WdShake, Membran",Tar&Grv,11.0,0.75,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,CompShg,1434.0,98.22,"ClyTile, Membran, Metal, Roll",4.0,nominal,,0.0,1.0,0.0,8.0,,,8.0,0.0055,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,Exterior1st,,,,,,,,,,,frequency/count encoding,medium_cardinality,0.0,nominal,0.0,1.0,0.0,medium,15.0,0.0103,nominal,0.8667,,13.0,no unseen test category,,,,keep,nominal,0.0,1.0,0.0,balanced,15.0,keep,medium,nominal,no unseen test category,balanced,medium,0.0,1.0,0.0,0.0,none,low rare impact,0.48,0.0,35.27,15.0,0.0103,,rare grouping + safe one-hot,,"Medium-cardinality nominal feature may create several columns, so rare grouping should be checked before OHE.",medium,safe; train-only categories are not an issue,,,,medium,keep + encode,nominal,no unseen test category,object_dtype_columns,balanced,keep,rare grouping + one-hot encoding,medium,0.0,1.0,0.0,no missing handling needed,0.0,none,rare grouping before encoding,low rare impact,no major univariate drop risk,0.0,35.27,,1.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,medium,no unseen test category,keep,balanced,rare grouping + one-hot encoding,medium,safe; train-only categories are not an issue,False,0.0,0.0,object,rare grouping optional,5.0,0.48,VinylSd,35.27,15.0,0.0103,,,,,,,15.0,0.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,"BrkComm, Stone, AsphShn, ImStucc, CBlock",5.0,rare grouping optional,1.0,0.0,1.0,0.0,low rare impact,7.0,0.48,1.0,15.0,one-hot encoding after rare grouping,one-hot encoding after rare grouping,no major univariate drop risk,0.0,,"VinylSd, MetalSd, Wd Sdng, HdBoard, BrkFace",HdBoard,222.0,15.21,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,13.0,,VinylSd,515.0,35.27,"ImStucc, Stone",2.0,nominal,,0.0,1.0,0.0,15.0,,,15.0,0.0103,,group rare/unseen as Rare or use handle_unknown=ignore,,,,,,,,,,
categorical,Exterior2nd,,,,,,,,,,,frequency/count encoding,medium_cardinality,0.0,nominal,0.0,1.0,0.0,medium,16.0,0.011,nominal,0.9375,,15.0,no unseen test category,,,,keep,nominal,0.0,1.0,0.0,balanced,16.0,keep,medium,nominal,no unseen test category,balanced,medium,0.0,1.0,0.0,0.0,none,low rare impact,1.85,0.0,34.52,16.0,0.011,,rare grouping + safe one-hot,,"Medium-cardinality nominal feature may create several columns, so rare grouping should be checked before OHE.",medium,safe; train-only categories are not an issue,,,,medium,keep + encode,nominal,no unseen test category,object_dtype_columns,balanced,keep,rare grouping + one-hot encoding,medium,0.0,1.0,0.0,no missing handling needed,0.0,none,rare grouping before encoding,low rare impact,no major univariate drop risk,0.0,34.52,,1.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,medium,no unseen test category,keep,balanced,rare grouping + one-hot encoding,medium,safe; train-only categories are not an issue,False,0.0,0.0,object,rare grouping optional,6.0,1.85,VinylSd,34.52,16.0,0.011,,,,,,,16.0,0.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,"ImStucc, Brk Cmn, Stone, AsphShn, Other, CBlock",6.0,rare grouping optional,1.0,0.0,1.0,0.0,low rare impact,27.0,1.85,1.0,16.0,one-hot encoding after rare grouping,one-hot encoding after rare grouping,no major univariate drop risk,0.0,,"VinylSd, MetalSd, Wd Shng, HdBoard, Plywood",MetalSd,214.0,14.66,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,15.0,,VinylSd,504.0,34.52,Other,1.0,nominal,,0.0,1.0,0.0,16.0,,,16.0,0.011,,group rare/unseen as Rare or use handle_unknown=ignore,,,,,,,,,,
categorical,MasVnrType,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,1.0,1.0,0.0,low,3.0,0.0021,nominal,1.0,,3.0,perfect match,,,,keep,nominal,1.0,1.0,0.0,balanced,3.0,keep,low,nominal,perfect match,balanced,low,1.0,1.0,0.0,59.73,absence-related,no rare category,0.0,0.0,59.73,3.0,0.0021,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe for encoding,,,,low,keep + encode,nominal,perfect match,object_dtype_columns,balanced,keep,one-hot encoding,low,1.0,1.0,0.0,fill with None,59.73,absence-related,encode directly,no rare category,no major univariate drop risk,0.0,59.73,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,872.0,,1.0,872.0,59.73,object,59.73,missing likely means feature absence,very high,absence-related,,,,,,,,,,low,perfect match,keep,balanced,one-hot encoding,low,safe for encoding,True,872.0,59.73,object,no rare grouping needed,0.0,0.0,,59.73,3.0,0.0021,,,,,,,3.0,1.0,,not ordinal,,,,object,,0.0,,,,no rare grouping needed,nominal,,0.0,no rare grouping needed,0.0,1.0,1.0,0.0,no rare category,0.0,0.0,1.0,3.0,one-hot encoding,one-hot encoding,no major univariate drop risk,2.0,,"BrkFace, Stone, BrkCmn",BrkFace,445.0,30.48,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,3.0,,,872.0,59.73,,0.0,nominal,,1.0,1.0,0.0,3.0,,,3.0,0.0021,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,ExterQual,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,0.0,0.0,1.0,low,4.0,0.0027,ordinal,1.0,,4.0,perfect match,,,,keep but monitor,ordinal,0.0,0.0,1.0,moderately dominated,4.0,keep,low,ordinal,perfect match,moderately dominated,low,0.0,0.0,1.0,0.0,none,low rare impact,0.96,0.0,62.05,4.0,0.0027,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,moderately dominated,keep,ordinal encoding,low,0.0,0.0,1.0,no missing handling needed,0.0,none,,low rare impact,no major univariate drop risk,0.0,62.05,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,4.0,True,ready,,,,,,,0.0,no special missing handling,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,False,ready,0.0,0.0,4.0,object,,0.0,,,,rare grouping optional,ordinal,Fa,1.0,rare grouping optional,0.0,0.0,0.0,1.0,low rare impact,14.0,0.96,1.0,4.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"Gd, TA, Ex, Fa",Gd,488.0,33.42,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,TA,906.0,62.05,,0.0,ordinal,,0.0,0.0,1.0,4.0,,,4.0,0.0027,"Ex, Fa, Gd, TA",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,ExterCond,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,0.0,0.0,1.0,low,5.0,0.0034,ordinal,1.0,,5.0,perfect match,,,,review usefulness,ordinal,0.0,0.0,1.0,highly dominated,5.0,keep,low,ordinal,perfect match,highly dominated,low,0.0,0.0,1.0,0.0,none,low rare impact,0.27,0.0,87.81,5.0,0.0034,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,highly dominated,keep,ordinal encoding,low,0.0,0.0,1.0,no missing handling needed,0.0,none,,low rare impact,no major univariate drop risk,0.0,87.81,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,5.0,True,ready,,,,,,,0.0,no special missing handling,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,False,ready,0.0,0.0,5.0,object,,0.0,,,,rare grouping optional,ordinal,"Ex, Po",2.0,rare grouping optional,0.0,0.0,0.0,1.0,low rare impact,4.0,0.27,1.0,5.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"TA, Gd, Fa, Po, Ex",Gd,146.0,10.0,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,5.0,,TA,1282.0,87.81,,0.0,ordinal,,0.0,0.0,1.0,5.0,,,5.0,0.0034,"Ex, Fa, Gd, Po, TA",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,Foundation,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,6.0,0.0041,nominal,1.0,,6.0,perfect match,,,,keep,nominal,0.0,1.0,0.0,balanced,6.0,keep,low,nominal,perfect match,balanced,low,0.0,1.0,0.0,0.0,none,low rare impact,0.62,0.0,44.32,6.0,0.0041,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe for encoding,,,,low,keep + encode,nominal,perfect match,object_dtype_columns,balanced,keep,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,low rare impact,no major univariate drop risk,0.0,44.32,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,perfect match,keep,balanced,one-hot encoding,low,safe for encoding,False,0.0,0.0,object,rare grouping optional,2.0,0.62,PConc,44.32,6.0,0.0041,,,,,,,6.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,"Stone, Wood",2.0,rare grouping optional,0.0,0.0,1.0,0.0,low rare impact,9.0,0.62,1.0,6.0,one-hot encoding,one-hot encoding,no major univariate drop risk,0.0,,"PConc, CBlock, BrkTil, Wood, Slab",CBlock,634.0,43.42,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,6.0,,PConc,647.0,44.32,,0.0,nominal,,0.0,1.0,0.0,6.0,,,6.0,0.0041,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,BsmtQual,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,1.0,0.0,1.0,low,4.0,0.0027,ordinal,1.0,,4.0,perfect match,,,,keep,ordinal,1.0,0.0,1.0,balanced,4.0,keep,low,ordinal,perfect match,balanced,low,1.0,0.0,1.0,2.53,absence-related,no rare category,0.0,0.0,44.45,4.0,0.0027,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,balanced,keep,ordinal encoding,low,1.0,0.0,1.0,fill with None,2.53,absence-related,,no rare category,no major univariate drop risk,0.0,44.45,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,5.0,True,ready,,,,,,,37.0,fill missing with 'None',1.0,37.0,2.53,object,2.53,missing likely means feature absence,low,absence-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,True,ready,37.0,2.53,4.0,object,,0.0,,,,no rare grouping needed,ordinal,,0.0,no rare grouping needed,0.0,1.0,0.0,1.0,no rare category,0.0,0.0,1.0,4.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"Gd, TA, Ex, Fa",Gd,618.0,42.33,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,TA,649.0,44.45,,0.0,ordinal,,1.0,0.0,1.0,4.0,,,4.0,0.0027,"Ex, Fa, Gd, None, TA",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,BsmtCond,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,1.0,0.0,1.0,low,4.0,0.0027,ordinal,1.0,,4.0,perfect match,,,,review usefulness,ordinal,1.0,0.0,1.0,highly dominated,4.0,keep,low,ordinal,perfect match,highly dominated,low,1.0,0.0,1.0,2.53,absence-related,low rare impact,0.14,0.0,89.79,4.0,0.0027,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,highly dominated,keep,ordinal encoding,low,1.0,0.0,1.0,fill with None,2.53,absence-related,,low rare impact,no major univariate drop risk,0.0,89.79,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,5.0,True,ready,,,,,,,37.0,fill missing with 'None',1.0,37.0,2.53,object,2.53,missing likely means feature absence,low,absence-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,True,ready,37.0,2.53,4.0,object,,0.0,,,,rare grouping optional,ordinal,Po,1.0,rare grouping optional,0.0,1.0,0.0,1.0,low rare impact,2.0,0.14,1.0,4.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"TA, Gd, Fa, Po",Gd,65.0,4.45,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,TA,1311.0,89.79,,0.0,ordinal,,1.0,0.0,1.0,4.0,,,4.0,0.0027,"Fa, Gd, None, Po, TA",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
